code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
80047,CPT,"Basic metabolic panel with calcium, 8 tests",,Laboratory,free,2025
80048,CPT,"Basic metabolic panel, 8 tests",,Laboratory,free,2025
80050,CPT,General health panel,,Laboratory,free,2025
80053,CPT,"Comprehensive metabolic panel, 14 tests",,Laboratory,free,2025
80061,CPT,"Lipid panel with total cholesterol, HDL, LDL, triglycerides",,Laboratory,free,2025
80076,CPT,"Liver function panel with albumin, bilirubin, ALT, AST, alkaline phosphatase",,Laboratory,free,2025
80069,CPT,"Kidney function panel with albumin, calcium, carbon dioxide, chloride, creatinine, glucose, phosphorus, potassium, sodium, urea",,Laboratory,free,2025
85025,CPT,Complete blood count with automated differential,,Laboratory,free,2025
85027,CPT,Complete blood count with manual differential,,Laboratory,free,2025
85004,CPT,"Blood count, automated differential WBC",,Laboratory,free,2025
83036,CPT,Hemoglobin A1c test for diabetes monitoring,,Laboratory,free,2025
83037,CPT,Hemoglobin glycosylated,,Laboratory,free,2025
84436,CPT,Thyroxine (T4) total,,Laboratory,free,2025
84439,CPT,Thyroxine (T4) free,,Laboratory,free,2025
84443,CPT,Thyroid stimulating hormone (TSH),,Laboratory,free,2025
84480,CPT,Triiodothyronine (T3) total,,Laboratory,free,2025
84481,CPT,Triiodothyronine (T3) free,,Laboratory,free,2025
82947,CPT,"Glucose blood test, quantitative",,Laboratory,free,2025
82950,CPT,"Glucose tolerance test, 3 specimens",,Laboratory,free,2025
82951,CPT,"Glucose tolerance test, additional specimens",,Laboratory,free,2025
81000,CPT,"Urinalysis, manual test without microscopy",,Laboratory,free,2025
81001,CPT,"Urinalysis, automated without microscopy",,Laboratory,free,2025
81002,CPT,"Urinalysis, manual test with microscopy",,Laboratory,free,2025
81003,CPT,"Urinalysis, automated with microscopy",,Laboratory,free,2025
81007,CPT,"Urinalysis, bacteriuria screen",,Laboratory,free,2025
84153,CPT,Prostate specific antigen (PSA) total,,Laboratory,free,2025
84154,CPT,Prostate specific antigen (PSA) free,,Laboratory,free,2025
82306,CPT,"Vitamin D, 25-hydroxy measurement",,Laboratory,free,2025
82607,CPT,Vitamin B12 measurement,,Laboratory,free,2025
82746,CPT,Folic acid (folate) serum,,Laboratory,free,2025
83540,CPT,Iron serum measurement,,Laboratory,free,2025
83550,CPT,Iron binding capacity measurement,,Laboratory,free,2025
84466,CPT,Transferrin measurement,,Laboratory,free,2025
82728,CPT,Ferritin measurement,,Laboratory,free,2025
84484,CPT,"Troponin, quantitative cardiac marker",,Laboratory,free,2025
83880,CPT,B-type natriuretic peptide (BNP) for heart failure assessment,,Laboratory,free,2025
82565,CPT,Creatinine blood test,,Laboratory,free,2025
82435,CPT,Chloride blood test,,Laboratory,free,2025
82374,CPT,Carbon dioxide (bicarbonate),,Laboratory,free,2025
84132,CPT,Potassium serum,,Laboratory,free,2025
84295,CPT,Sodium serum,,Laboratory,free,2025
84460,CPT,Alanine aminotransferase (ALT/SGPT),,Laboratory,free,2025
84450,CPT,Aspartate aminotransferase (AST/SGOT),,Laboratory,free,2025
84075,CPT,Alkaline phosphatase,,Laboratory,free,2025
82040,CPT,Albumin serum,,Laboratory,free,2025
82247,CPT,Bilirubin total,,Laboratory,free,2025
82248,CPT,Bilirubin direct,,Laboratory,free,2025
84550,CPT,Uric acid blood test,,Laboratory,free,2025
82310,CPT,Calcium total,,Laboratory,free,2025
83735,CPT,Magnesium measurement,,Laboratory,free,2025
84100,CPT,Phosphorus inorganic (phosphate),,Laboratory,free,2025
85610,CPT,Prothrombin time (PT),,Laboratory,free,2025
85730,CPT,Partial thromboplastin time (PTT),,Laboratory,free,2025
87040,CPT,Blood culture for bacteria,,Laboratory,free,2025
87045,CPT,Stool culture for bacteria,,Laboratory,free,2025
87070,CPT,"Culture bacterial, any source except urine, blood, or stool",,Laboratory,free,2025
87086,CPT,Urine culture for bacteria,,Laboratory,free,2025
87088,CPT,Urine culture for bacteria with colony count,,Laboratory,free,2025
87880,CPT,Streptococcus group A rapid test,,Laboratory,free,2025
87804,CPT,Influenza virus detection,,Laboratory,free,2025
87635,CPT,SARS-CoV-2 (COVID-19) detection,,Laboratory,free,2025
84703,CPT,Human chorionic gonadotropin (HCG) qualitative pregnancy test,,Laboratory,free,2025
80305,CPT,"Drug test, presumptive, any number of drug classes",,Laboratory,free,2025
80306,CPT,"Drug test, presumptive, read by instrument",,Laboratory,free,2025
80307,CPT,"Drug test, presumptive, by chemistry analyzers",,Laboratory,free,2025
82670,CPT,Estradiol measurement,,Laboratory,free,2025
84402,CPT,"Testosterone, total",,Laboratory,free,2025
84403,CPT,"Testosterone, free",,Laboratory,free,2025
84144,CPT,Progesterone measurement,,Laboratory,free,2025
82533,CPT,"Cortisol, total",,Laboratory,free,2025
82530,CPT,"Cortisol, free",,Laboratory,free,2025
82024,CPT,ACTH (adrenocorticotropic hormone),,Laboratory,free,2025
83001,CPT,FSH (follicle stimulating hormone),,Laboratory,free,2025
83002,CPT,LH (luteinizing hormone),,Laboratory,free,2025
83003,CPT,Growth hormone,,Laboratory,free,2025
84146,CPT,Prolactin measurement,,Laboratory,free,2025
84305,CPT,Somatomedin (IGF-1),,Laboratory,free,2025
82626,CPT,DHEA (dehydroepiandrosterone),,Laboratory,free,2025
82627,CPT,DHEA-sulfate,,Laboratory,free,2025
83498,CPT,"Hydroxyprogesterone, 17-D",,Laboratory,free,2025
84449,CPT,SHBG (sex hormone binding globulin),,Laboratory,free,2025
84145,CPT,Procalcitonin,,Laboratory,free,2025
83519,CPT,"Immunoassay, qualitative or semiquantitative",,Laboratory,free,2025
82378,CPT,CEA (carcinoembryonic antigen),,Laboratory,free,2025
86304,CPT,CA 19-9 (cancer antigen 19-9),,Laboratory,free,2025
86300,CPT,CA 125 (cancer antigen 125),,Laboratory,free,2025
86316,CPT,CA 15-3 (cancer antigen 15-3),,Laboratory,free,2025
86301,CPT,CA 27-29 (cancer antigen 27-29),,Laboratory,free,2025
82105,CPT,"AFP (alpha-fetoprotein), serum",,Laboratory,free,2025
82106,CPT,"AFP (alpha-fetoprotein), amniotic fluid",,Laboratory,free,2025
84152,CPT,"PSA (prostate specific antigen), complexed",,Laboratory,free,2025
83520,CPT,"Immunoassay, tumor antigen, quantitative",,Laboratory,free,2025
84999,CPT,Unlisted chemistry procedure,,Laboratory,free,2025
80162,CPT,Digoxin therapeutic drug level,,Laboratory,free,2025
80178,CPT,Lithium therapeutic drug level,,Laboratory,free,2025
80185,CPT,"Phenytoin (Dilantin) level, total",,Laboratory,free,2025
80186,CPT,"Phenytoin (Dilantin) level, free",,Laboratory,free,2025
80164,CPT,"Valproic acid (Depakote) level, total",,Laboratory,free,2025
80165,CPT,"Valproic acid (Depakote) level, free",,Laboratory,free,2025
80150,CPT,Amikacin therapeutic drug level,,Laboratory,free,2025
80155,CPT,Caffeine therapeutic drug level,,Laboratory,free,2025
80156,CPT,"Carbamazepine (Tegretol) level, total",,Laboratory,free,2025
80157,CPT,"Carbamazepine (Tegretol) level, free",,Laboratory,free,2025
80159,CPT,Clozapine therapeutic drug level,,Laboratory,free,2025
80160,CPT,Desipramine therapeutic drug level,,Laboratory,free,2025
80168,CPT,Gentamicin therapeutic drug level,,Laboratory,free,2025
80171,CPT,Gabapentin (Neurontin) level,,Laboratory,free,2025
80173,CPT,Haloperidol therapeutic drug level,,Laboratory,free,2025
80177,CPT,Levetiracetam (Keppra) level,,Laboratory,free,2025
80183,CPT,Oxcarbazepine (Trileptal) level,,Laboratory,free,2025
80184,CPT,Phenobarbital level,,Laboratory,free,2025
80188,CPT,Primidone level,,Laboratory,free,2025
80190,CPT,Procainamide therapeutic drug level,,Laboratory,free,2025
80192,CPT,Quinidine therapeutic drug level,,Laboratory,free,2025
80194,CPT,Quinidine therapeutic drug level,,Laboratory,free,2025
80195,CPT,Sirolimus therapeutic drug level,,Laboratory,free,2025
80197,CPT,Tacrolimus therapeutic drug level,,Laboratory,free,2025
80198,CPT,Theophylline therapeutic drug level,,Laboratory,free,2025
80199,CPT,Tiagabine therapeutic drug level,,Laboratory,free,2025
80200,CPT,Tobramycin therapeutic drug level,,Laboratory,free,2025
80201,CPT,Topiramate therapeutic drug level,,Laboratory,free,2025
80202,CPT,Vancomycin therapeutic drug level,,Laboratory,free,2025
80203,CPT,Zonisamide therapeutic drug level,,Laboratory,free,2025
85379,CPT,"Fibrin degradation products (D-dimer), qualitative",,Laboratory,free,2025
85378,CPT,"Fibrin degradation products (D-dimer), quantitative",,Laboratory,free,2025
85384,CPT,Fibrinogen activity,,Laboratory,free,2025
85385,CPT,Fibrinogen antigen,,Laboratory,free,2025
85337,CPT,Thrombin time,,Laboratory,free,2025
85345,CPT,"Coagulation time, Lee and White",,Laboratory,free,2025
85348,CPT,"Coagulation time, other methods",,Laboratory,free,2025
85362,CPT,"Fibrin degradation products, qualitative",,Laboratory,free,2025
85366,CPT,"Fibrin degradation products, quantitative",,Laboratory,free,2025
85370,CPT,Clot retraction test,,Laboratory,free,2025
85396,CPT,"Coagulation factor assay, each factor",,Laboratory,free,2025
85397,CPT,Coagulation inhibitor screen,,Laboratory,free,2025
85400,CPT,Fibrinolytic factor assay,,Laboratory,free,2025
85415,CPT,Plasminogen antigen,,Laboratory,free,2025
85420,CPT,Plasminogen activity,,Laboratory,free,2025
85421,CPT,Plasminogen activator inhibitor-1,,Laboratory,free,2025
82803,CPT,"Blood gases, arterial, pH, pCO2, pO2",,Laboratory,free,2025
82805,CPT,"Blood gases, arterial, with O2 saturation",,Laboratory,free,2025
82810,CPT,"Blood gases, venous",,Laboratory,free,2025
82820,CPT,Hemoglobin oxygen affinity,,Laboratory,free,2025
86038,CPT,"Antinuclear antibodies (ANA), titer",,Laboratory,free,2025
86039,CPT,"Antinuclear antibodies (ANA), pattern",,Laboratory,free,2025
86140,CPT,C-reactive protein (CRP),,Laboratory,free,2025
86141,CPT,"C-reactive protein (CRP), high sensitivity",,Laboratory,free,2025
86430,CPT,"Rheumatoid factor, qualitative",,Laboratory,free,2025
86431,CPT,"Rheumatoid factor, quantitative",,Laboratory,free,2025
86200,CPT,Cyclic citrullinated peptide (CCP) antibody,,Laboratory,free,2025
86235,CPT,Anti-DNA antibody,,Laboratory,free,2025
86255,CPT,Fluorescent antibody screen,,Laboratory,free,2025
86160,CPT,Complement C3,,Laboratory,free,2025
86161,CPT,Complement C4,,Laboratory,free,2025
86162,CPT,Complement total (CH50),,Laboratory,free,2025
82784,CPT,IgA (immunoglobulin A),,Laboratory,free,2025
82787,CPT,IgE (immunoglobulin E),,Laboratory,free,2025
82785,CPT,IgG (immunoglobulin G),,Laboratory,free,2025
82784,CPT,IgM (immunoglobulin M),,Laboratory,free,2025
86334,CPT,"Immunofixation electrophoresis, serum",,Laboratory,free,2025
86335,CPT,"Immunofixation electrophoresis, other fluids",,Laboratory,free,2025
86701,CPT,HIV-1 antibody test,,Laboratory,free,2025
86702,CPT,"HIV-1 and HIV-2, single assay",,Laboratory,free,2025
86703,CPT,"HIV-1 antibody, confirmatory test",,Laboratory,free,2025
87389,CPT,HIV-1 antigen detection,,Laboratory,free,2025
86704,CPT,"Hepatitis B core antibody (anti-HBc), total",,Laboratory,free,2025
86705,CPT,"Hepatitis B core antibody (anti-HBc), IgM",,Laboratory,free,2025
87340,CPT,Hepatitis B surface antigen (HBsAg),,Laboratory,free,2025
86706,CPT,Hepatitis B surface antibody (anti-HBs),,Laboratory,free,2025
87350,CPT,Hepatitis Be antigen (HBeAg),,Laboratory,free,2025
86707,CPT,Hepatitis Be antibody (anti-HBe),,Laboratory,free,2025
86803,CPT,Hepatitis C antibody,,Laboratory,free,2025
86804,CPT,"Hepatitis C antibody, confirmatory",,Laboratory,free,2025
87520,CPT,"Hepatitis C virus, direct probe",,Laboratory,free,2025
86780,CPT,Treponema pallidum antibody (syphilis),,Laboratory,free,2025
86592,CPT,"Syphilis, non-treponemal antibody (RPR)",,Laboratory,free,2025
86593,CPT,"Syphilis, non-treponemal antibody (VDRL)",,Laboratory,free,2025
86617,CPT,Lyme disease antibody (Borrelia),,Laboratory,free,2025
86618,CPT,Lyme disease confirmatory test (Western blot),,Laboratory,free,2025
86762,CPT,Rubella antibody,,Laboratory,free,2025
86765,CPT,Rubeola (measles) antibody,,Laboratory,free,2025
86644,CPT,"Cytomegalovirus (CMV) antibody, IgG",,Laboratory,free,2025
86645,CPT,"Cytomegalovirus (CMV) antibody, IgM",,Laboratory,free,2025
86663,CPT,Epstein-Barr virus (EBV) antibody,,Laboratory,free,2025
86694,CPT,"Herpes simplex virus, non-specific antibody",,Laboratory,free,2025
86695,CPT,"Herpes simplex virus, type 1 specific",,Laboratory,free,2025
86696,CPT,"Herpes simplex virus, type 2 specific",,Laboratory,free,2025
86790,CPT,Varicella-zoster virus antibody,,Laboratory,free,2025
86580,CPT,Toxoplasma antibody,,Laboratory,free,2025
86777,CPT,"Toxoplasma antibody, IgG",,Laboratory,free,2025
86778,CPT,"Toxoplasma antibody, IgM",,Laboratory,free,2025
81211,CPT,"BRCA1 and BRCA2 gene analysis, full sequence",,Laboratory,free,2025
81212,CPT,"BRCA1 gene analysis, 185delAG variant",,Laboratory,free,2025
81220,CPT,"CFTR gene analysis for cystic fibrosis, common variants",,Laboratory,free,2025
81221,CPT,"CFTR gene analysis for cystic fibrosis, known familial variants",,Laboratory,free,2025
81222,CPT,"CFTR gene analysis for cystic fibrosis, full gene sequence",,Laboratory,free,2025
81240,CPT,"F2 gene analysis, prothrombin mutation",,Laboratory,free,2025
81241,CPT,"F5 gene analysis, Factor V Leiden mutation",,Laboratory,free,2025
81245,CPT,FMR1 gene analysis for Fragile X syndrome,,Laboratory,free,2025
81250,CPT,"G6PD gene analysis, common variants",,Laboratory,free,2025
81257,CPT,HBA1/HBA2 gene analysis for alpha thalassemia,,Laboratory,free,2025
81361,CPT,HBB gene analysis for beta hemoglobinopathy,,Laboratory,free,2025
81401,CPT,"Molecular pathology, Level 2",,Laboratory,free,2025
81402,CPT,"Molecular pathology, Level 3",,Laboratory,free,2025
81403,CPT,"Molecular pathology, Level 4",,Laboratory,free,2025
81404,CPT,"Molecular pathology, Level 5",,Laboratory,free,2025
81405,CPT,"Molecular pathology, Level 6",,Laboratory,free,2025
87081,CPT,"Culture, presumptive pathogenic organisms, screening only",,Laboratory,free,2025
87084,CPT,"Culture, blood, with organism isolation and sensitivity",,Laboratory,free,2025
87101,CPT,"Culture, fungi, skin, hair, or nail",,Laboratory,free,2025
87102,CPT,"Culture, fungi, other source",,Laboratory,free,2025
87103,CPT,"Culture, fungi, blood",,Laboratory,free,2025
87106,CPT,"Culture, fungi, definitive identification",,Laboratory,free,2025
87116,CPT,"Culture, mycobacteria, definitive identification",,Laboratory,free,2025
87118,CPT,"Culture, mycobacterial, other",,Laboratory,free,2025
87140,CPT,"Culture, typing, immunologic method",,Laboratory,free,2025
87143,CPT,"Culture, typing, gas liquid chromatography method",,Laboratory,free,2025
87147,CPT,"Culture, typing, identification by nucleic acid probe",,Laboratory,free,2025
87149,CPT,"Culture, typing, identification by nucleic acid sequencing",,Laboratory,free,2025
87150,CPT,"Culture, typing, identification by pulse field gel electrophoresis",,Laboratory,free,2025
87152,CPT,"Culture, typing, identification by MALDI-TOF mass spectrometry",,Laboratory,free,2025
87153,CPT,Organism identification by nucleic acid probe,,Laboratory,free,2025
87158,CPT,Organism identification by nucleic acid sequencing,,Laboratory,free,2025
87176,CPT,"Homogenization, tissue for culture",,Laboratory,free,2025
87177,CPT,"Ova and parasites, direct smears",,Laboratory,free,2025
87181,CPT,"Susceptibility studies, antimicrobial agent, each agent",,Laboratory,free,2025
87184,CPT,"Susceptibility studies, disk method, per plate",,Laboratory,free,2025
87185,CPT,"Susceptibility studies, enzyme detection",,Laboratory,free,2025
87186,CPT,"Susceptibility studies, microdilution or agar dilution",,Laboratory,free,2025
87187,CPT,"Susceptibility studies, microbial, minimum lethal concentration",,Laboratory,free,2025
87188,CPT,"Susceptibility studies, macrobroth dilution",,Laboratory,free,2025
82108,CPT,Aluminum measurement,,Laboratory,free,2025
82131,CPT,"Amino acids, single quantitative",,Laboratory,free,2025
82135,CPT,Aminolevulinic acid (ALA),,Laboratory,free,2025
82139,CPT,Ammonia measurement,,Laboratory,free,2025
82150,CPT,Amylase measurement,,Laboratory,free,2025
82232,CPT,Beta-2 microglobulin,,Laboratory,free,2025
82300,CPT,Cadmium measurement,,Laboratory,free,2025
82308,CPT,Calcitonin measurement,,Laboratory,free,2025
82330,CPT,"Calcium, ionized",,Laboratory,free,2025
82340,CPT,"Calcium, urine quantitative",,Laboratory,free,2025
82355,CPT,"Calculus (stone) analysis, qualitative",,Laboratory,free,2025
82360,CPT,"Calculus (stone) analysis, quantitative",,Laboratory,free,2025
82365,CPT,"Calculus (stone) analysis, infrared spectroscopy",,Laboratory,free,2025
82373,CPT,Carbohydrate deficient transferrin,,Laboratory,free,2025
82379,CPT,"Carnitine, total and free",,Laboratory,free,2025
82380,CPT,Carotene measurement,,Laboratory,free,2025
82382,CPT,"Catecholamines, total urine",,Laboratory,free,2025
82383,CPT,"Catecholamines, blood",,Laboratory,free,2025
82384,CPT,"Catecholamines, fractionated",,Laboratory,free,2025
82387,CPT,Cathepsin-D,,Laboratory,free,2025
82390,CPT,Ceruloplasmin measurement,,Laboratory,free,2025
82397,CPT,Chemiluminescent assay,,Laboratory,free,2025
82415,CPT,Chloramphenicol level,,Laboratory,free,2025
82436,CPT,"Chloride, urine",,Laboratory,free,2025
82438,CPT,"Chloride, other source",,Laboratory,free,2025
71045,CPT,"Chest X-ray, single view",,Radiology,free,2025
